target_scenario,feature_set,context_group,variant,shuffle_id,target_classifiers,datasets_used,n_statistical_features,target_classes,n_classes,n_repeats,n_splits,accuracy,f1_macro,f1_weighted,mean_regret,median_regret,p90_regret,mean_normalized_regret,zero_regret_rate,within_1pp_rate,within_5pp_rate
simple3_available,domain_label_score_shuffled,domain,shuffled,6.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6732758620689655,0.40895701721788674,0.6268057592083078,0.019444230579810227,0.0,0.07022871314411683,0.025299196680356406,0.6982758620689655,0.8155172413793104,0.8810344827586207
simple3_available,domain_label_score_shuffled,domain,shuffled,7.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6706896551724137,0.41087480774152896,0.6274976731343862,0.018671235350206542,0.0,0.05820954663212547,0.024637775401431958,0.6956896551724138,0.8155172413793104,0.8896551724137931
simple3_available,domain_label_score_shuffled,domain,shuffled,8.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6715517241379311,0.4177607335161459,0.6290015078409816,0.019239549963075427,0.0,0.06549546632124359,0.02500909591539421,0.6982758620689655,0.8146551724137931,0.8853448275862069
simple3_available,domain_label_score_shuffled,domain,shuffled,9.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6810344827586207,0.4134763241093762,0.63697202118126,0.018511028751229675,0.0,0.05708050816371946,0.02402025561248639,0.7051724137931035,0.8224137931034483,0.8948275862068965
simple3_available,domain_label_score_shuffled,domain,shuffled,10.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6767241379310345,0.416267218883223,0.6335764336761578,0.018548984290793498,0.0,0.05708050816371946,0.02394066210446413,0.7008620689655173,0.8155172413793104,0.8913793103448275
simple3_available,domain_label_score_shuffled,domain,shuffled,11.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6844827586206896,0.41777252012102223,0.6373684505079991,0.01772048023645918,0.0,0.05708050816371946,0.02314924105113988,0.7094827586206897,0.8258620689655173,0.8956896551724138
simple3_available,domain_label_score_shuffled,domain,shuffled,12.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6758620689655173,0.41061813693392635,0.6328974813548316,0.018576597792198953,0.0,0.05740000000000001,0.024285365424884974,0.7,0.8198275862068966,0.8896551724137931
simple3_available,domain_label_score_shuffled,domain,shuffled,13.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6793103448275862,0.4195663738073992,0.6370751587964683,0.017931702977316093,0.0,0.05708050816371946,0.023325573216775725,0.7034482758620689,0.8232758620689655,0.8931034482758621
simple3_available,domain_label_score_shuffled,domain,shuffled,14.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6870689655172414,0.43298211048637353,0.6457967433435784,0.018508013088377337,0.0,0.05708050816371946,0.023942457825859256,0.7146551724137931,0.8241379310344827,0.8896551724137931
simple3_available,domain_label_score_shuffled,domain,shuffled,15.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6767241379310345,0.40839185772548414,0.6315329120144949,0.018896466448798017,0.0,0.05960222412318239,0.024608888204203164,0.7025862068965517,0.8172413793103448,0.8887931034482759
simple3_available,domain_label_score_shuffled,domain,shuffled,16.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6818965517241379,0.4155747878870318,0.6387467115234315,0.018596840590235357,0.0,0.05740000000000001,0.02389299595221327,0.7068965517241379,0.821551724137931,0.8887931034482759
simple3_available,domain_label_score_shuffled,domain,shuffled,17.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.6793103448275862,0.42180881664277664,0.6385732078527258,0.017476828327492894,0.0,0.05708050816371946,0.022484652057770983,0.7043103448275863,0.8232758620689655,0.8922413793103449
simple3_available,domain_label_score_shuffled,domain,shuffled,18.0,"DecisionTree, LogisticRegression, Perceptron",116,63,"DecisionTree, LogisticRegression, Perceptron",3,10,5,0.675,0.4107065820952527,0.6326209392765239,0.018047538489814753,0.0,0.05820954663212547,0.023583849705062377,0.7008620689655173,0.8181034482758621,0.8879310344827587
