nr_inst,nr_attr,nr_class,attr_to_inst,inst_to_attr,class_entropy,minority_class_ratio,majority_class_ratio,pymfe_failed,can_cor.mean,can_cor.sd,cat_to_num,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_bin,nr_cat,nr_cor_attr,nr_disc,nr_norm,nr_num,nr_outliers,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,did,name,semantic_text,predicted_domain,domain_score
50000,27,3,0.00054,1851.851851851852,1.4459441981886196,0.17828,0.53174,0,0.3577827552552305,0.1884107007906075,0.0,0.0270485180440224,0.0602048834476521,340132.9448210507,2826456.9790661805,97350968.11940902,261679259.5435794,0.3333333333333333,0.1806740892694172,,,6512.99292505349,,,7237.266403062084,15619.766548383755,16.070612803743778,38.255646238848456,0.3707827096137308,5339.136585930839,11586.431504555834,17793.097530864197,32561.421218949534,7272.293716263281,15573.076842850878,7191.551734003779,15670.605727281916,11.838719135802467,58.455883020284354,0,0,0.0,2,0.0,27,10,,0.2915155920884563,17781.258811728396,32562.710463392843,0.317679430320627,4516.161165383158,8939.52314183338,,1.7785643920963992,3.679385122348393,0.034955992595943,0.0833800092850619,7216.432477195565,15657.381898427277,97350968.11940897,261261988.37006417,0.7206414999499914,46560,dataset_credit_score,dataset_credit_score financial dataset for automl benchmark name dataset_credit_score target credit_score total_emi_per_month customer_id occupation month num_of_delayed_payment payment_behaviour payment_of_min_amount credit_score credit_utilization_ratio ssn changed_credit_limit num_credit_card annual_income interest_rate outstanding_debt amount_invested_monthly monthly_inhand_salary num_of_loan num_credit_inquiries num_bank_accounts credit_history_age name delay_from_due_date type_of_loan age credit_mix monthly_balance id,finance,5
49644,1000,10,0.0201434211586495,49.644,3.2215954513182634,0.0629884779630972,0.190959632583998,0,0.1956812206217042,0.0357086769677281,0.0,0.5970409382349493,0.1141434212878558,1665.5418161227506,364.24659939258527,2782.0570592426243,53914.259948878986,0.0999999999999999,0.0413756562186607,1.4892914985701724,12.076170604214724,60.90350677418148,1.227991048361616,9.965186416880652,75.784,5.16338111168491,-0.416338148218402,0.1553652099256456,0.3714707295043998,55.9614783,3.9330886245707504,255.0,0.0,115.7287777979212,3.628737982329115,112.058,3.4441978018834085,0.015,0.121613279660528,0,0,0.7801781781781781,9,0.0,1000,165,,0.3548211378222852,254.985,0.1216132796605279,0.0767814335509272,52.70797587355983,1.982490560805609,,0.3460411008597354,0.0720528661137731,0.0038871195562404,3.795932081093055e-06,112.6954943937156,3.5886404531426197,2782.0570592426247,206.3129408312742,0.6955853781064697,42141,SVHN_medium,svhn_medium 50 stratified subsample of the original svhn data pixel1967 pixel1212 pixel3012 pixel277 pixel1965 pixel30 pixel1785 pixel1520 pixel540 pixel2549 pixel632 pixel2520 pixel1342 pixel263 pixel719 pixel775 pixel1572 pixel1858 pixel1985 pixel131 pixel2029 pixel1185 pixel1536 pixel906 pixel3022 pixel2837 pixel2543 pixel1446 pixel1882 pixel1959 pixel99 pixel599 pixel2951 pixel1887 pixel2668 pixel851 pixel737 pixel1209 pixel226 pixel241 pixel92 pixel201 pixel1250 pixel658 pixel584 pixel681 pixel2932 pixel1308 pixel809 pixel524 pixel711 pixel2795 pixel1530 pixel1903 pixel2970 pixel2947 pixel573 pixel2918 pixel1484 pixel49,image,7
49053,2,315,4.077222595967627e-05,24526.5,8.283172149382146,0.0025278780094999,0.005280003261778,0,0.0394952819681869,0.0558547634091609,0.0,,,0.0,,100260244.25,141789397.18518913,0.0031746031746031,0.0004859456336726,0.0,0.0,576.6291568065753,0.0,0.0,12263.0,17342.500915381264,,,0.0062786851044027,9090.5619,12855.99592857213,24526.0,34685.00183076253,12263.0,17342.500915381264,12263.0,17342.500915381264,0.0,0.0,0,0,0.0,2,1.0,2,0,,0.0062395091909865,24526.0,34685.00183076253,0.0062786851044027,7080.262857055521,10013.003757614397,,,,0.5,0.7071067811865476,12263.0,17342.500915381264,100260244.25,141789397.18518913,0.9937604908090136,46770,Meta_Album_BRD_Extended,meta_album_brd_extended meta-album birds dataset extended when meta-album was created the birds dataset https www kaggle com datasets gpiosenka 100-bird-species contained images of 315 bird species but now it has increased the number of species to 450 it has more than 49 000 images each with a resolution of 224x224 px all the images have their natural background which can lead to bias since for example some birds are frequently found in water backgrounds additionally the dataset is imbalanced regarding the ratio of male species images to female species images the preprocessed version distributed in meta-album is made from the original dataset by resizing all the images to a resolution of 128x128 px using an anti-aliasing filter dataset details https meta-album github io assets img samples brd png meta album id lr_am brd meta album url https meta-album github io datasets brd html https meta-album github io datasets brd html domain id lr_am domain name large animals dataset id brd dataset name birds short description birds dataset for image classification classes 315 images 49054 keywords birds animals data format images image size 128x128 license original data release cc0 public domain license url original data release https www kaggle com gpiosenka 100-bird-species https creativecommons org publicdomain zero 1 0 license meta-album data release cc0 public domain license url meta-album data release https creativecommons org publicdomain zero 1 0 https creativecommons org publicdomain zero 1 0 source birds 400 - species image classification source url https www kaggle com gpiosenka 100-bird-species original author gerald piosenka original contact https www kaggle com gpiosenka contact meta album author dustin carrion created date 01 march 2022 contac file_name super_category category,image,12
48842,14,2,0.0002866385487899,3488.714285714286,0.7938438393615401,0.2392817656934605,0.7607182343065395,0,0.5098040548691389,,0.0,0.0619764437592933,0.0860593691703024,37570.16953085277,306178.0185813392,800564686.32639,2979445477.718237,0.5,0.3687112629142745,11434.80119503398,42760.98434498137,4201.67510995202,9024.378133354856,33744.26715787423,8581.035714285714,32094.919835522676,14.586036798905663,40.32869344551053,0.3511690793017342,6387.72915,23890.87969495306,113932.21428571428,397064.54258202616,13641.730123956546,50663.5246714239,12735.607142857143,47607.956626605126,878.8571428571429,3282.91682823353,1,0,0.0109890109890109,1,0.0,14,10,,0.259900174361016,113053.35714285714,393789.0770238862,0.3511690793017342,8107.652445609988,28131.052120205288,,0.7757422424511387,3.749406545723707,0.0998057803927009,0.1325143654144995,12682.289258172388,47408.36144670075,800564686.3263901,2979445256.5749564,0.740099825638984,45051,adult-test,adult-test test capital-gain occupation race native-country relationship class workclass hours-per-week marital-status age education sex education-num fnlwgt capital-loss,education,7
48000,6,20,0.000125,8000.0,4.321928094858508,0.05,0.05,0,0.166481695950461,0.407795206591817,0.0,0.4094978830565788,0.4984014324683181,1334267.1408487677,3349129.406913165,32178453.634450708,78766439.57470256,0.05,7.119154932824459e-18,0.0,0.0,2405.9925186916107,0.0,0.0,4534.5,9547.803412303796,-1.2010788527203549,0.0024548466204089,449.77190270942873,3361.7955,7077.786669540804,9069.0,19095.606824607592,4534.5,9547.803412303796,4534.5,9547.803412303796,0.0,0.0,0,0,0.4,6,0.0,6,0,,0.997781583115564,9069.0,19095.606824607592,449.77190270942873,2618.3094607193952,5512.485015202276,,-6.525474576184885e-19,1.5984083041157284e-18,0.0088717126051237,0.0201450375276333,4534.5,9547.803412303796,32178453.63445072,78298512.44349778,0.0022184168844361,46070,Stylized_Meta_Album_TEX_DTD_STY_Extended,stylized_meta_album_tex_dtd_sty_extended textures dataset from describable textures dataset stylized file_name style style_path category stylized_path style_name file_path,unknown,0
45781,2,20,4.368624538564033e-05,22890.5,4.245430965667849,0.0305148424018697,0.0634761145453354,0,0.0187890678765917,0.0025417858768429,0.0,0.0044757982217739,,0.0003737701851368,,0.0835093745609885,0.0005902919636757,0.05,0.0161783051145876,0.3669797202237743,0.0019392035282957,0.0177879005025796,0.0657438030908388,0.0047023707341731,0.4994935,3.535533905916647e-06,-1.2001490798805836,0.0001597365120131,0.000712781883768,0.3703104846,0.0001048356513787,0.999983,1.838477631082937e-05,0.5003109766387803,0.0009498384016109,0.5005885000000001,0.0003273904396893,1.15e-05,9.192388155425115e-06,0,0,0.0,2,0.0,2,0,,0.000712518818786,0.9999715,2.75771644662048e-05,0.0004239788018405,0.2889797072887784,0.0004546125393587,,-0.0047066023663847,0.0049180488322802,4.895327463420031e-07,3.5267510438041523e-10,0.5006940672394334,0.0013581081698001,0.0835093745609885,0.0002627475971074,0.9992876035403682,40985,tamilnadu-electricity,tamilnadu-electricity author k kalyani source uci https archive ics uci edu ml datasets tamilnadu electricity board hourly readings - 2013 please cite __major changes w r t version 2 ignored variable 3 in this upload as this seems to be ea perfect predictor __ tamilnadu electricity board hourly readings dataset real-time readings were collected from residential commercial industrial and agriculture to find the accuracy consumption in tamil nadu around thanajvur note the attribute sector was removed from original source since it was constant to all instances note the attribute serviceid should be removed when predicting the target from w and va attribute information 1 - forkva v1 voltage-ampere readings 2 - forkw v2 wattage readings 4 - type class - bank - automobileindustry - bpoindustry - cementindustry - farmers1 - farmers2 - healthcareresources - textileindustry - poultryindustry - residential individual - residential apartments - foodindustry - chemicalindustry - handlooms - fertilizerindustry - hostel - hospital - supermarket - theatre - university class v3 v2 v1,finance,6
45312,8,2,0.0001765536723163,5664.0,0.9835093906028244,0.4245453742937853,0.5754546257062146,0,0.4487151961663286,,0.0,0.1686696491624734,0.1798853419483325,0.0056004799767245,0.0072506971148889,0.5330007514223665,1.3996222726834855,0.5,0.1067089550175143,0.0,0.0,0.254069864707323,0.0,0.0,0.7379468749999999,1.347612633588456,900.2287635351781,2484.1672397948337,0.2521056147865339,0.5405048103000001,1.0024846992214074,1.625,1.7677669529663689,0.6765565286541093,0.9614017582453344,0.6612459374999999,0.964403425815834,0.0,0.0,0,0,0.0714285714285714,1,3.0,8,5,,0.2013453272705868,1.625,1.7677669529663689,0.2521056147865339,0.3902030374722013,0.6596469540333861,1.15698869067826,11.039969169534952,27.512602586655166,0.020771375668561,0.0498367235535406,0.6760137925601368,0.9621240937731804,0.5330007514223658,1.3993877314954704,0.7986546727294133,151,electricity,electricity author m harries j gama a bifet source joao gama http www inescporto pt jgama ales ales_5 html - 2009 please cite none electricity is a widely used dataset described by m harries and analyzed by j gama see papers below this data was collected from the australian new south wales electricity market in this market prices are not fixed and are affected by demand and supply of the market they are set every five minutes electricity transfers to from the neighboring state of victoria were done to alleviate fluctuations the dataset originally named elec2 contains 45 312 instances dated from 7 may 1996 to 5 december 1998 each example of the dataset refers to a period of 30 minutes i e there are 48 instances for each time period of one day each example on the dataset has 5 fields the day of week the time stamp the new south wales electricity demand the victoria electricity demand the scheduled electricity transfer between states and the class label the class label identifies the change of the price up or down in new south wales relative to a moving average of the last 24 hours and removes the impact of longer term price trends the data was normalized by a bifet attribute information date date between 7 may 1996 to 5 december 1998 here normalized between 0 and 1 day day of the week 1-7 period time of the measurement 1-48 in half hour intervals over 24 hours here normalized between 0 and 1 nswprice new south wales electricity price normalized between 0 and 1 nswdemand new south wales electricity demand normalized between 0 and 1 vicprice victoria electricity price normalized between 0 and 1 vicdemand victoria electricity demand normalized between 0 and 1 transfer scheduled electricity transfer between both states normalized between 0 and 1 relevant papers m harries splice-2 comparative evaluation electricity pricing technical report the period vicprice nswprice class nswdemand day date vicdemand transfer,sensor_signal,5
45211,16,2,0.0003538961757094,2825.6875,0.5206312212509311,0.1169848045829554,0.8830151954170445,0,0.459524894640175,,0.0,0.064539546483407,0.114644152604455,191.31811287297867,1568.3418607705653,584197.8177854284,2316441.3032992063,0.5,0.5416652839537657,,,592.89519330391,,,101.125,338.8448760126085,297.39482998703284,1122.933380072027,0.2676892225781078,51.9836625,166.77105583259493,6775.9375,25456.297296788864,108.5568362787817,340.3418775403618,43.75,116.71189599465286,-500.0,2005.0717027910327,3,0,0.0083333333333333,1,5.0,16,9,,0.2111631287940639,7275.9375,27459.23855333878,0.2676892225781078,214.83028996107527,757.5720968467056,1.0199508066311496,4.323983169999341,10.403950751932571,0.1828798098727841,0.1963249509714997,53.59519804991336,151.03996903498563,584197.8177854293,2316432.752921836,0.788836871205936,1461,bank-marketing,bank-marketing author paulo cortez sergio moro source uci https archive ics uci edu ml datasets bank marketing please cite s moro r laureano and p cortez using data mining for bank direct marketing an application of the crisp-dm methodology in p novais et al eds proceedings of the european simulation and modelling conference - esm 2011 pp 117-121 guimaraes portugal october 2011 eurosis bank marketing the data is related with direct marketing campaigns of a portuguese banking institution the marketing campaigns were based on phone calls often more than one contact to the same client was required in order to access if the product bank term deposit would be or not subscribed the classification goal is to predict if the client will subscribe a term deposit variable y attribute information for more information read moro et al 2011 input variables - bank client data 1 - age numeric 2 - job type of job categorical admin unknown unemployed management housemaid entrepreneur student blue-collar self-employed retired technician services 3 - marital marital status categorical married divorced single note divorced means divorced or widowed 4 - education categorical unknown secondary primary tertiary 5 - default has credit in default binary yes no 6 - balance average yearly balance in euros numeric 7 - housing has housing loan binary yes no 8 - loan has personal loan binary yes no - related with the last contact of the current campaign 9 - contact contact communication type categorical unknown telephone cellular 10 - day last contact day of the month numeric 11 - month last contact month of year categorical jan feb mar nov dec 12 - duration last contact duration in seconds numeric - other attributes 13 - campaign v4 v6 v12 v14 v13 v7 v9 v10 v16 class v11 v5 v8 v15 v3 v2 v1,finance,26
45164,74,11,0.0016384731201842,610.3243243243244,2.331572915233586,0.001616331591533,0.5097201310778496,0,0.6629587500376558,0.2595089547652295,0.0,0.2772204128296776,0.2523446621103032,32688553.39552444,1698314250.9758952,2385510385.808688,20520809851.76341,0.0909090909090909,0.1458093423946726,,,705169.5352960052,,,13680.776034243245,82445.81146723419,52.620344432167606,347.6349301911481,17.38661118290047,10141.708540489248,61241.215356460976,39437.46860767567,237621.6883974391,13539.848993058871,81664.640649535,13398.45002418919,80898.77656891938,-140.3267622027027,1138.8207926753057,0,0,0.1928915216586449,10,0.0,74,50,,5.001247120944988,39577.795369878375,237349.34892641573,4.91000450371513,8054.879773031211,48501.73955730118,,0.7748471896277715,4.9409149795400245,0.0150003611358558,0.0296401584717283,13426.330573797792,80996.7908829918,2385510385.8086905,14410673481.689718,0.0002114086122251,279,meta_stream_intervals.arff,meta_stream_intervals arff meta_randomtreedepth3auc_k 0 meta_reptreedepth2errrate meta_randomtreedepth2auc_k 0 meta_decisionstumpauc meta_reptreedepth2kappa openml_classifier_moa leveragingbag_knn 1 meta_percentageofbinaryatts meta_reptreedepth3auc meta_naivebayesddm warnings meta_hoeffdingddm changes openml_classifier_moa wekaclassifier_smo_polykernel 1 meta_naivebayesadwin changes meta_meanskewnessofnumericatts meta_j48 001 kappa meta_j48 001 errrate meta_positivepercentage meta_hoeffdingddm warnings meta_noisetosignalratio meta_classentropy meta_reptreedepth3kappa openml_classifier_moa ozabag_hoeffdingtree 1 meta_percentageofnominalatts meta_reptreedepth3errrate meta_j48 001 auc meta_j48 00001 kappa meta_dimensionality openml_classifier_moa wekaclassifier_oner 1 meta_reptreedepth1auc meta_decisionstumpkappa meta_percentageofnumericatts class meta_numbinaryatts meta_meanmeansofnumericatts meta_maxnominalattdistinctvalues meta_j48 0001 auc meta_naivebayesddm changes meta_negativepercentage meta_numattributes meta_minnominalattdistinctvalues meta_meanmutualinformation meta_reptreedepth2auc openml_classifier_moa wekaclassifier_reptree 1 meta_decisionstumperrrate meta_meanattributeentropy meta_meanstddevofnumericatts meta_equivalentnumberofatts meta_meankurtosisofnumericatts openml_task_id openml_interval_start meta_nberrrate openml_classifier_moa ozaboost_hoeffdingtree 1 meta_defaultaccuracy meta_numnominalatts meta_reptreedepth1kappa openml_classifier_moa sgd 1 meta_randomtreedepth1auc_k 0 openml_classifier_moa wekaclassifier_j48 1 openml_classifier_moa knn 1 meta_nbkappa meta_j48 0001 kappa,unknown,0
45000,13,2,0.0002888888888888,3461.538461538461,0.764204506505735,0.2222222222222222,0.7777777777777778,0,0.6734421487700843,,0.0,0.0941785362882173,0.183353344879604,1582854.7512898704,13931989.94320263,500589132.9906137,1793654678.2305782,0.5,0.3928371006591931,5844.9563495478205,18695.4251265738,26321.84195063565,4963.766382846476,16035.040294060129,4301.924615384616,13454.627470209902,187.186873894553,664.4006605825588,0.8299076258317849,3075.845297538461,9504.91314750413,556688.4353846154,1996320.1681215616,6968.618023726496,22196.259254235643,5826.317692307692,18525.988597468586,685.9553846153847,2203.8901422734884,2,0,0.0512820512820512,1,0.0,13,8,,0.4535243277400684,556002.48,1994121.9741498183,0.8299076258317849,6677.886210312799,22225.988155358176,,3.2629005341514263,9.335256236721456,0.131001905827242,0.1846399451291302,6026.323491253562,19128.255618613955,500589132.99061394,1792951081.2477574,0.5464756722599317,46565,Loan_Approval_Status,loan_approval_status loan approval classification dataset this dataset is a synthetic version inspired by the original credit risk dataset on kaggle person_education loan_intent person_age credit_score loan_int_rate loan_percent_income person_emp_exp person_home_ownership loan_amnt person_gender loan_status cb_person_cred_hist_length person_income previous_loan_defaults_on_file,finance,14
