did,name,nr_attr,desc,feats
41805,FOREX_eurrub-hour-High,11,**Source**: Dukascopy Historical Data Feed https://www.dukascopy.com/swiss/english/marketwatch/historical/ **Edited by**: Fabian Schut # Data Description This is the historical pri,"Bid_Low, Ask_Open, Ask_Volume, Class, Ask_High, Ask_Close, Timestamp, Bid_Open, Bid_Volume, Bid_Close, Bid_High, Ask_Low"
727,2dplanes,10,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"x8, x5, binaryClass, x4, x10, x2, x9, x6, x3, x7, x1"
901,fried,10,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"X6, X10, X8, X2, X1, X3, X7, X9, X5, X4, binaryClass"
881,mv,10,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"x8, x5, binaryClass, x4, x10, x2, x9, x6, x3, x7, x1"
41434,Click_prediction_small,11,This is the same data as version 5 (OpenML ID = 1220) with '_id' features coded as nominal factor variables.,"advertiser_id, click, impression, url_hash, query_id, keyword_id, description_id, position, ad_id, title_id, user_id, de"
251,BNG(breast-w),9,,"Bare_Nuclei, Clump_Thickness, Cell_Size_Uniformity, Bland_Chromatin, Marginal_Adhesion, Mitoses, Single_Epi_Cell_Size, C"
137,BNG(tic-tac-toe),9,,"bottom-left-square, middle-middle-square, top-middle-square, top-left-square, Class, middle-left-square, bottom-middle-s"
43551,Employee-Turnover-at-TECHCO,9,"Context These are simulated data based on employee turnover data in a real technology company in India (we refer to this company by a pseudonym, 'TECHCO'). These data can be used t","distance, turnover, logical_score, time, verbal_score, emp_id, training_score, is_male, location_age, similar_language, "
4135,Amazon_employee_access,9,**Author**: **Source**: [Kaggle Amazon Employee Access Challenge](https://www.kaggle.com/c/amazon-employee-access-challenge) **Please cite**: ### Description The data consists of r,"target, ROLE_TITLE, ROLE_DEPTNAME, ROLE_ROLLUP_2, ROLE_ROLLUP_1, ROLE_FAMILY_DESC, RESOURCE, ROLE_FAMILY, ROLE_CODE, MGR"
1481,kr-vs-k,6,"**Author**: **Source**: KEEL **Please cite**: Abstract: A chess endgame data set representing the positions on the board of the white king, the white rook, and the black king. The ","V4, V6, Class, V5, V3, V2, V1"
184,kropt,6,"Classify a chess game based on the position of the white king, the white rook and the black king.","white_rook_col, black_king_col, white_king_col, white_king_row, white_rook_row, game, black_king_row"
46173,King-rook-vs-King,6,"**King-Rock-vs-King** (kr-vs-k) dataset. Source: **KEEL** **Abstract**: A chess endgame data set representing the positions on the board of the white king, the white rook, and the ","Game, White_king_col, White_king_row, White_rook_row, White_rook_col, Black_king_row, Black_king_col"
46682,CodeXGLUE,5,"CodeXGLUE Defect-detection dataset, available at https://github.com/microsoft/CodeXGLUE/tree/main/Code-Code/Defect-detection Given a source code, the task is to identify whether it","target, split, commit_id, id, project, func"
42493,airlines,7,"**Author**: Albert Bifet, Elena Ikonomovska **Source**: [Data Expo competition](http://kt.ijs.si/elena_ikonomovska/data.html) - 2009 **Please cite**: Airlines Dataset Inspired in t","DayOfWeek, Time, Length, Delay, Flight, AirportTo, Airline, AirportFrom"
843,house_8L,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"H15p1, P19p2, H5p2, H40p4, P16p2, P3, P11p3, binaryClass, P6p4"
821,house_16H,16,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"P27p4, H8p2, H13p1, P5p1, P15p1, P6p2, P18p2, P1, H2p2, P11p4, H18pA, P16p2, H40p4, H10p1, P14p9, binaryClass, P15p3"
823,houses,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"median_income, households, total_rooms, housing_median_age, population, median_house_value, total_bedrooms, latitude, bi"
41671,microaggregation2,20,microaggregation2_nominal,"a6, a7, a20, a1, a12, a11, a16, a10, a9, a8, class, a5, a4, a19, a3, a13, a17, a14, a18, a2, a15"
1222,letter-challenge-unlabeled.arff,16,,"xedgevy, y-box, x2ybr, width, y2bar, onpixels, x-bar, y-edge, x-edge, height, xybar, letter, xy2br, x2bar, x-box, yedgev"
846,elevators,18,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"SaTime2, p, q, Sgz, diffSaTime1, diffSaTime4, diffClb, diffSaTime3, SaTime4, diffDiffClb, binaryClass, curRoll, climbRat"
41526,test_dataset,60,Test dataset,"V26, V13, V23, V50, V10, V45, V24, V28, V34, V52, V15, V47, V55, V17, V54, V6, V60, V32, V22, V40, class, V31, V11, V8, "
1046,mozilla4,5,**Author**: **Source**: Unknown - Date unknown **Please cite**: %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%% This is a PROMISE Software Engineering Rep,"size, event, end, state, start, id"
722,pol,48,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"f34, f47, f33, f43, f9, f7, f8, f37, f25, f30, f48, f32, f2, f1, f12, f15, f20, f5, f23, f45, f4, f27, f38, f16, f41, f2"
1040,sylva_prior,108,**Author**: **Source**: Unknown - Date unknown **Please cite**: Datasets from the Agnostic Learning vs. Prior Knowledge Challenge (http://www.agnostic.inf.ethz.ch) **Note: Derived ,"Soil_Type_34, dup_Soil_Type_24, Soil_Type_23, Soil_Type_15, Soil_Type_37, Soil_Type_29, Soil_Type_17, dup_Soil_Type_20, "
4154,CreditCardSubset,30,Om algos te testen,"V26, V13, V23, V10, Class, V24, V28, V15, V1, V17, V6, V22, V11, V8, V19, V27, V3, V4, V12, Amount, V16, V2, Time, V14, "
734,ailerons,40,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"diffSeTime14, diffSeTime1, diffSeTime3, p, SeTime5, diffSeTime12, q, SeTime8, SeTime10, SeTime4, diffSeTime7, diffSeTime"
959,nursery,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"parents, social, health, finance, form, has_nurs, housing, children, binaryClass"
310,mammography,6,"**Author**: **Source**: Unknown - **Please cite**: Mammography dataset Past Usage: 1. Woods, K., Doss, C., Bowyer, K., Solka, J., Priebe, C.,","attr6, class, attr3, attr4, attr2, attr1, attr5"
1019,pendigits,16,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"input11, input10, input3, input7, input8, input5, input15, input14, input9, input16, input12, input2, input6, input13, b"
1053,jm1,21,"**Author**: [Mike Chapman, Galaxy Global Corporation](Robert.Chapman@ivv.nasa.gov) **Source**: [PROMISE Repository](http://promise.site.uottawa.ca/SERepository) **Please cite**: pl","total_Op, uniq_Opnd, ev(g), lOBlank, branchCount, total_Opnd, e, t, loc, d, lOCode, defects, uniq_Op, v, b, v(g), locCod"
43920,kdd_internet_usage,70,This data contains general demographic information on internet users in 1997.,"community_membership_hobbies, community_membership_family, not_purchasing_bad_press, community_membership_none, who_pays"
46298,electrical_grid_stability_simulated_classification,12,From original source: ----- The local stability analysis of the 4-node star system (electricity producer is in the center) implementing Decentral Smart Grid Control concept. Additi,"p3, tau1, tau2, g3, tau3, tau4, p4, g1, p2, stabf, g2, g4, p1"
375,JapaneseVowels,14,"**Author**: Mineichi Kudo, Jun Toyama, Masaru Shimbo **Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Japanese+Vowels) **Please cite**: **Japanese vowels** This dataset re","frame, coefficient11, coefficient9, coefficient6, coefficient12, speaker, coefficient5, coefficient3, coefficient4, coef"
42140,SVHN_small,1000,10% stratified subsample of the original SVHN data,"pixel1967, pixel1212, pixel3012, pixel277, pixel1965, pixel30, pixel1785, pixel1520, pixel540, pixel2549, pixel632, pixe"
819,delta_elevators,6,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Altitude, climbRate, diffDiffClb, RollRate, binaryClass, curRoll, diffClb"
41972,Indian_pines,220,**Author**: Manvel Khudinyan **Source**: [original](https://purr.purdue.edu/publications/1947/1) - The imagery was collected on 12 June 1992 and represents a 2.9 by 2.9 km area in ,"4, 62, 133, 114, 2, 216, 48, 41, 131, 39, 54, 68, 92, 38, 43, 107, 113, 192, 98, 73, 36, 115, 75, 82, 93, 175, 209, 121,"
923,visualizing_soil,4,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"easting, northing, resistivity, binaryClass, isns"
761,cpu_act,21,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"wchar, pgout, freemem, vflt, ppgout, pflt, rchar, pgfree, runqsz, fork, pgscan, ppgin, swrite, scall, lwrite, binaryClas"
735,cpu_small,12,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"wchar, freemem, freeswap, scall, swrite, rchar, runqsz, lwrite, exec, lread, binaryClass, fork, sread"
725,bank8FM,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"a2pop, a1cy, b2y, b2x, mxql, a1cx, temp, binaryClass, a3pop"
752,puma32H,32,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"da4, thetad3, db3, tau1, da3, tau2, db4, theta4, thetad6, db1, theta2, tau5, da2, db2, theta5, dm4, da1, tau4, db5, thet"
833,bank32nh,32,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"b2x, b2eff, a3cx, b3eff, a1sx, a2sy, b1call, a1pop, b3x, a2pop, a3cy, mxql, a3sx, a2sx, temp, a2rho, b2call, a1sy, a1cy,"
807,kin8nm,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"theta3, theta5, theta1, theta7, theta6, theta4, theta8, theta2, binaryClass"
816,puma8NH,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"thetad3, tau1, theta3, tau2, theta1, thetad1, theta2, thetad2, binaryClass"
43922,mushroom,22,"Mushroom records drawn from The Audubon Society Field Guide to North American Mushrooms (1981). G. H. Lincoff (Pres.), New York: Alfred A. Knopf","spore-print-color, gill_color, stalk_shape, veil_type, habitat, cap_surface, ring_number, stalk_surface_below_ring, gill"
46969,NATICUSdroid,86,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"com.htc.launcher.permission.UPDATE_SHORTCUT, com.android.vending.CHECK_LICENSE, com.majeur.launcher.permission.UPDATE_BA"
1507,twonorm,20,**Author**: Michael Revow **Source**: http://www.cs.toronto.edu/~delve/data/twonorm/desc.html **Please cite**: * Twonorm dataset This is an implementation of Leo Breiman's twonorm ,"V13, V10, Class, V15, V1, V17, V6, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20"
1496,ringnorm,20,"**Author**: Michael Revow **Source**: http://www.cs.toronto.edu/~delve/data/ringnorm/desc.html **Please cite**: 1: Abstract: This is a 20 dimensional, 2 class classification proble","V13, V10, Class, V15, V1, V17, V6, V11, V8, V19, V3, V4, V12, V16, V2, V14, V7, V9, V18, V5, V20"
803,delta_ailerons,5,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"PitchRate, diffRollRate, currPitch, RollRate, binaryClass, currRoll"
40666,clean2,168,Derived from the Musk dataset: https://www.openml.org/d/1116,"f120, f7, f25, f72, f48, f32, f1, f90, f23, f118, f126, f162, f27, f146, f52, f116, f53, f96, f24, f87, f138, f35, f102,"
1116,musk,167,**Author**: **Source**: Unknown - Date unknown **Please cite**: Dataset from the MLRR repository: http://axon.cs.byu.edu:5000/ More infos: https://archive.ics.uci.edu/ml/datasets/M,"f120, f7, f25, f72, f48, f32, f1, f90, f23, f118, f126, f162, f27, f146, f52, f116, f53, f96, f24, f87, f138, f35, f102,"
847,wind,14,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"BIR, KIL, CLO, MUL, VAL, year, month, SHA, RPT, CLA, day, BEL, binaryClass, DUB, ROS"
47152,aztrees4,21,"aztrees4 data in SOAK paper by Hocking et al. Statistical Analysis and Data Mining (2026), subset_type=time/space file=aztrees4","SAMPLE_1, region4, SAMPLE_5, SAMPLE_12, SAMPLE_21, SAMPLE_10, SAMPLE_3, SAMPLE_4, SAMPLE_18, SAMPLE_19, SAMPLE_16, SAMPL"
47151,aztrees3,21,"aztrees3 data in SOAK paper by Hocking et al. Statistical Analysis and Data Mining (2026), subset_type=time/space file=aztrees3","SAMPLE_1, SAMPLE_5, SAMPLE_12, SAMPLE_21, SAMPLE_10, SAMPLE_3, SAMPLE_4, SAMPLE_18, SAMPLE_19, SAMPLE_16, SAMPLE_11, SAM"
980,optdigits,64,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"input39, input63, input53, input38, input29, input36, input20, input16, input6, input23, input52, input22, input40, inpu"
1460,banana,2,**Author**: **Source**: KEEL **Please cite**: An artificial data set where instances belongs to several clusters with a banana shape. There are two attributes At1 and At2 correspon,"Class, V2, V1"
42193,compas-two-years,13,Original data from https://github.com/propublica/compas-analysis/ by ProPublica. The data was subsequently preprocessed and reduced to relevant features for classification. The tar,"juv_fel_count, priors_count, c_charge_degree_F, age_cat_25-45, juv_other_count, race_African-American, race_Caucasian, t"
44124,kdd_ipums_la_97-small,20,"Dataset used in the tabular data benchmark https://github.com/LeoGrin/tabular-benchmark, transformed in the same way. This dataset belongs to the ""classification on numerical featu","inctot, eldch, rent, occscore, incfarm, momloc, famsize, nchild, incwage, sei, poverty, value, incss, yngch, ftotinc, bi"
43892,national-longitudinal-survey-binary,16,National Longitudinal Survey (Binarized) Survey results from the U.S. Bureau of Labor Statistics to gather information on the labour market activities and other life events of seve,"famsize, race, charged, jobsnum90, partner, illegalact, jobtrain90, income96gt17, height, genhealth, weight, income96, a"
46925,Employee,8,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"EverBenched, PaymentTier, Education, JoiningYear, Age, Gender, LeaveOrNot, City, ExperienceInCurrentDomain"
43925,eucalyptus,7,jobScheduling: HPC Job Scheduling Data In AppliedPredictiveModeling: Functions and Data Sets for 'Applied Predictive Modeling',"NumPending, InputFields, Iterations, Day, Hour, Class, Protocol, Compounds"
720,abalone,8,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Length, Whole weight, Shucked weight, Viscera weight, Diameter, Sex, binaryClass, Shell weight, Height"
728,analcatdata_supreme,7,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"Actions_taken, Liberal, Year_of_decision, Lower_court_disagreement, Precedent_alteration, Unconstitutional, Unanimous, b"
43051,art_daily_nojump4,2,artificial with anomaly,"Class, value, timestamp"
42810,PCam,1000,,"f2254, f13721, f19540, f21933, f8984, f27305, f26475, f6212, f15697, f4706, f19323, f11061, f16969, f15289, f18238, f104"
871,pollen,5,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"NUB, CRACK, RIDGE, WEIGHT, binaryClass, DENSITY"
41946,Sick_numeric,29,Sick dataset from the opencc18 with all textual binary variables label encoded.,"query_hypothyroid, FTI_measured, referral_source, TBG, T4U_measured, TT4, Class, query_hyperthyroid, TBG_measured, pregn"
40708,allrep,29,allrep-pmlb,"query_hypothyroid, FTI_measured, referral_source, TBG, T4U_measured, TT4, query_hyperthyroid, TBG_measured, pregnant, qu"
40713,dis,29,dis-pmlb,"query_hypothyroid, FTI_measured, referral_source, TBG, T4U_measured, TT4, query_hyperthyroid, TBG_measured, pregnant, qu"
46764,football-player-position,11,"Multi-class classification dataset with the goal to predict players positions based on features of the player like height, shots per match, ingame minutes per match, and others. Th","Minutes/Match, Assists/Match, Matches, Yellow Cards/Match, Shots/Match, class, Red Cards/Match, Aerials Won, Age, Goals/"
42334,digits_wrote,784,Is some hand drawn digits with labels that are 1 or 0,"pixel301, pixel123, pixel277, pixel693, pixel30, pixel540, pixel210, pixel632, pixel8, pixel263, pixel328, pixel719, pix"
42882,dgf_test,4,dgf_test,"type-de-ligne, date, nom-de-la-ligne, date_annees, nombre-de-voyages"
44232,UCI_churn,20,No description available,"total night charge, customer service calls, area code, total night minutes, total intl calls, total eve calls, phone num"
40678,led7,7,led7-pmlb,"attribute#3, attribute#6, attribute#5, class, attribute#4, attribute#1, attribute#7, attribute#2"
40677,led24,24,led24-pmlb,"irrelevant14, irrelevant15, irrelevant11, attribute#1, irrelevant9, irrelevant16, irrelevant5, irrelevant10, class, attr"
953,splice,60,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"attribute_58, attribute_24, attribute_43, attribute_54, attribute_56, attribute_60, attribute_6, attribute_32, attribute"
46737,agriculture_dataset_karnataka,11,"Data Description The dataset you've provided appears to capture agricultural data for Karnataka, specifically focusing on crop yields in Mangalore. Key features include the year of","Humidity, Area, price, Irrigation, yeilds, Location, Temperature, Crops, Rainfall, Soil type, Season, Year"
737,space_ga,6,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"EDUCATION, ln(VOTES/POP), XCOORD, INCOME, binaryClass, HOUSES, POP"
42530,Midwest_Survey,27,The midwest survey dataset contain individual responses from surveys about regional identification conducted for FiveThirtyEight by SurveyMonkey.,"Education, Kentucky_in_MW?, Oklahoma_in_MW?, Age, Gender, Wisconsin_in_MW?, Nebraska_in_MW?, South_Dakota_in_MW?, Minnes"
1485,madelon,500,"**Author**: Isabelle Guyon **Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/madelon) **Please cite**: Isabelle Guyon, Steve R. Gunn, Asa Ben-Hur, Gideon Dror, 2004. Result ","V370, V170, V412, V199, V453, V205, V375, V313, V260, V47, V316, V360, V386, V129, V158, V344, V465, V500, V276, V135, V"
46951,Pumpkin_Seeds,12,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"Compactness, Aspect_Ration, Major_Axis_Length, Area, Minor_Axis_Length, Convex_Area, Eccentricity, Extent, Perimeter, Eq"
46930,hazelnut-spread-contaminant-detection,30,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"s23, s26, s36, s24, s42, Contaminated, s35, s52, s15, s14, s41, s51, s64, s61, s12, s53, s65, s16, s54, s45, s34, s21, s"
40704,Titanic,3,"PMLB version of the Titanic dataset, which only uses 3 features. See version 1 for the complete version: https://www.openml.org/d/40945","Class, Age, class, Sex"
772,quake,3,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"latitude, longitude, binaryClass, focal_depth"
1560,cardiotocography,35,"**Author**: J. P. Marques de Sá, J. Bernardes, D. Ayers de Campos. **Source**: [original](http://www.openml.org/d/1466) - UCI **Please cite**: A 3-class version of Cardiotocography","V26, V13, V23, V10, Class, V24, V28, V34, V15, V1, V17, V6, V32, V22, V31, V11, V8, V19, V27, V3, V4, V35, V12, V16, V2,"
46597,Estimation_of_Obesity_Levels,16,"This dataset include data for the estimation of obesity levels in individuals from the countries of Mexico, Peru and Colombia, based on their eating habits and physical condition. ","CAEC, CH2O, NCP, SCC, FAF, CALC, Weight, MTRANS, NObeyesdad, TUE, Age, Gender, FAVC, FCVC, family_history_with_overweigh"
914,balloon,1,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"raw, binaryClass, id"
1020,mfeat-karhunen,64,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"att50, att43, att35, att9, att44, att12, att59, att5, att20, att26, att37, att55, att52, att58, att16, att39, att51, att"
1022,mfeat-pixel,240,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"att126, att67, att155, att236, att197, att9, att104, att12, att205, att134, att162, att5, att26, att130, att185, att196,"
995,mfeat-zernike,47,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"att43, att35, att9, att44, att12, att5, att20, att26, att37, att16, att39, att7, att10, att14, att33, att11, att8, att17"
971,mfeat-fourier,76,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"att67, att9, att12, att5, att26, att56, att14, att11, att2, att31, att64, att1, att22, att21, att40, att65, att59, att37"
44227,South_Asian_Churn_dataset,13,The SATO data set used is real life data collected from a major wireless telecom operator in South Asia.,"Aggregate_Data_Rev, Aggregate_Data_Vol, Aggregate_Total_Rev, aug_fav_a, network_age, aug_user_type, Aggregate_complaint_"
40664,car-evaluation,21,car-evaluation-pmlb,"persons_4, buying_price_med, buying_price_vhigh, safety_low, class, buying_price_low, luggage_boot_size_med, persons_mor"
991,car,6,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"persons, doors, buying, lug_boot, maint, safety, binaryClass"
45648,MIC,104,Myocardial infarction complications Database,"GIPER_NA, ant_im, endocr_03, D_AD_ORIT, ritm_ecg_p_04, n_r_ecg_p_08, GB, endocr_02, n_p_ecg_p_03, np_08, ritm_ecg_p_07, "
40647,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,20,GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1-pmlb,"N4, N0, N17, N16, class, N2, N6, N7, N14, P2, N3, P1, N15, N9, N1, N10, N12, N5, N11, N8, N13"
40649,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001,20,GAMETES_Heterogeneity_20atts_1600_Het_0.4_0.2_50_EDM-2_001-pmlb,"N4, N0, M1P0, class, M1P1, N2, M0P0, N6, N7, N14, N3, N15, N9, N1, N10, N12, M0P1, N5, N11, N8, N13"
47150,CanadaFiresD,46,"CanadaFiresD data in SOAK paper by Hocking et al. Statistical Analysis and Data Mining (2026), subset_type=time/space file=CanadaFires_downSampled","minimum_5m_b, NDVI, rdnbrwoff, minimum_3m_g, dnbr, r, image, minimum_5m_r, minimum_3m_b, rbr, mean_5m_n, minimum_5m_g, m"
983,cmc,9,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"Husbands_education, Wifes_education, Standard-of-living_index, Wifes_religion, Husbands_occupation, Media_exposure, Wife"
46782,binary_alpha_digits,320,From original source: ----- Binary 20x16 digits of '0' through '9' and capital 'A' through 'Z'. 39 examples of each class.,"4, 114, 48, 274, 92, 36, 225, 238, 220, 23, 233, 129, 61, 161, 85, 29, 140, 278, 130, 134, 72, 53, 261, 10, 96, 202, 153"
46963,website_phishing,9,This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study). Fo,"SSLfinal_State, age_of_domain, SFH, WebsiteType, Request_URL, having_IP_Address, popUpWidnow, URL_of_Anchor, web_traffic"
966,analcatdata_halloffame,16,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). The multi-class target feature is converted to a two-cla,"Position, Number_seasons, Slugging_pct, Fielding_ave, Triples, Hits, Home_runs, Games_played, Player, Runs, Walks, Strik"
185,baseball,16,"Database of baseball players and play statistics, including 'Games_played', 'At_bats', 'Runs', 'Hits', 'Doubles', 'Triples', 'Home_runs', 'RBIs', 'Walks', 'Strikeouts', 'Batting_av","Position, Number_seasons, Slugging_pct, Fielding_ave, Triples, Hits, Hall_of_Fame, Home_runs, Games_played, Player, Runs"
40680,mofn-3-7-10,10,"**Author**: Unknown **Source**: [PMLB](https://github.com/EpistasisLab/penn-ml-benchmarks/tree/master/datasets/classification) Supposedly from UCI originally, but can't find it the","Bit-6, Bit-2, Bit-5, Bit-9, Bit-8, class, Bit-3, Bit-1, Bit-4, Bit-7, Bit-0"
41705,ASP-POTASSCO-classification,142,"Author: Marius Lindauer Date: 27.02.2014 These data set was generated for a publication about claspfolio 2.0, i.e., an algorithm selector for ASP. The algorithm portfolio of clasp ","Nodes_in_Positive_BADG, Free_Problem_Variables, Running_Avg_LBD.3, Frac_Literals_in_Conflict_Nogoods.2, Frac_Learnt_Tern"
1566,hill-valley,100,"**Author**: Lee Graham, Franz Oppacher **Source**: [original](http://www.openml.org/d/1479) - UCI **Please cite**: * Dataset: Hill valley dataset. A noiseless version of the data s","V13, V23, V50, V77, V76, V86, V15, V47, V1, V68, V54, V11, V27, V100, V46, V70, V92, V42, V57, V2, V71, V48, V39, V30, V"
897,colleges_aaup,15,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"State, Average_salary-associate_professors, College_name, Type, Number_of_full_professors, Average_compensation-full_pro"
934,socmob,5,**Author**: **Source**: Unknown - Date unknown **Please cite**: Binarized version of the original data set (see version 1). It converts the numeric target feature to a two-class no,"sons_occupation, counts_for_sons_first_occupation, race, fathers_occupation, binaryClass, family_structure"
46422,Credit-Risk-Classification-Dataset,42,"Dataset is uploaded from kaggle, see citation for the link.","fea_7_9, fea_6_8, fea_1_4, fea_9_5, fea_7_7, fea_9_2, fea_9_3, fea_1_7, fea_6_4, label, fea_9_4, fea_11, fea_5_1, fea_1_"
40706,parity5_plus_5,10,parity5_plus_5-pmlb,"Bit_4, Bit_7, Bit_1, Bit_8, Bit_2, class, Bit_9, Bit_3, Bit_5, Bit_6, Bit_10"
1453,PieChart3,37,"**Author**: Hans Bauer Jesus"",""Deter Bergman **Source**: Unknown - Date unknown **Please cite**: pie chart 3","a, ab, p, e, r, c, t, d, k, ag, s, af, ah, ai, ad, v, b, aa, o, m, ac, z, def, g, u, aj, i, ae, l, ak, j, am, h, an, al,"
46184,Flare,11,**flare** dataset from the **KEEL** repository: https://sci2s.ugr.es/keel/category.php?cat=clas,"Prev24Hour, Area, BecomeHist, Activity, X-class, Class, SpotDistribution, Evolution, HistComplex, C-class, LargestSpotSi"
1444,PizzaCutter3,37,"**Author**: Hans Bauer Jesus"",""Deter Bergman **Source**: Unknown - Date unknown **Please cite**: Pizza cutter 3","a, ab, p, e, r, c, t, d, k, ag, s, af, ah, ai, ad, v, b, aa, o, m, ac, z, def, g, u, aj, i, ae, l, ak, j, am, h, an, al,"
