nr_inst,nr_attr,nr_class,attr_to_inst,inst_to_attr,class_entropy,minority_class_ratio,majority_class_ratio,pymfe_failed,can_cor.mean,can_cor.sd,cat_to_num,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,iq_range.mean,iq_range.sd,kurtosis.mean,kurtosis.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,nr_bin,nr_cat,nr_cor_attr,nr_disc,nr_norm,nr_num,nr_outliers,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,var.mean,var.sd,w_lambda,did,name
50000,27,3,0.00054,1851.851851851852,1.4459441981886196,0.17828,0.53174,0,0.35778275525523057,0.18841070079060754,0.0,0.027048518044022418,0.060204883447652145,340132.9448210507,2826456.9790661805,97350968.11940902,261679259.5435794,0.3333333333333333,0.1806740892694172,,,6512.99292505349,,,7237.2664030620845,15619.766548383757,16.070612803743778,38.255646238848456,0.3707827096137308,5339.136585930839,11586.431504555834,17793.097530864197,32561.421218949534,7272.293716263281,15573.076842850878,7191.551734003779,15670.605727281916,11.838719135802467,58.455883020284354,0,0,0.0,2,0.0,27,10,,0.2915155920884563,17781.258811728396,32562.710463392843,0.31767943032062707,4516.161165383158,8939.52314183338,,1.7785643920963992,3.679385122348393,0.03495599259594308,0.08338000928506192,7216.432477195565,15657.381898427277,97350968.11940897,261261988.37006417,0.7206414999499914,46560,dataset_credit_score
49644,1000,10,0.020143421158649585,49.644,3.2215954513182634,0.06298847796309726,0.19095963258399806,0,0.1956812206217042,0.03570867696772813,0.0,0.5970409382349493,0.11414342128785582,1665.5418161227506,364.24659939258527,2782.0570592426243,53914.259948878986,0.09999999999999999,0.04137565621866071,1.4892914985701724,12.076170604214724,60.90350677418148,1.2279910483616159,9.965186416880652,75.784,5.16338111168491,-0.41633814821840204,0.1553652099256456,0.37147072950439985,55.9614783,3.9330886245707504,255.0,0.0,115.72877779792121,3.628737982329115,112.058,3.4441978018834085,0.015,0.121613279660528,0,0,0.7801781781781781,9,0.0,1000,165,,0.3548211378222852,254.985,0.12161327966052798,0.0767814335509272,52.707975873559825,1.982490560805609,,0.3460411008597354,0.07205286611377311,0.0038871195562404045,3.7959320810930548e-06,112.69549439371559,3.5886404531426193,2782.0570592426247,206.3129408312742,0.6955853781064697,42141,SVHN_medium
49053,2,315,4.077222595967627e-05,24526.5,8.283172149382146,0.0025278780094999285,0.005280003261778077,0,0.03949528196818694,0.055854763409160915,0.0,,,0.0,,100260244.25,141789397.18518913,0.0031746031746031746,0.0004859456336726987,0.0,0.0,576.6291568065753,0.0,0.0,12263.0,17342.500915381264,,,0.006278685104402757,9090.561899999999,12855.99592857213,24526.0,34685.00183076253,12263.0,17342.500915381264,12263.0,17342.500915381264,0.0,0.0,0,0,0.0,2,1.0,2,0,,0.006239509190986526,24526.0,34685.00183076253,0.006278685104402757,7080.262857055521,10013.003757614397,,,,0.5,0.7071067811865476,12263.0,17342.500915381264,100260244.25,141789397.18518913,0.9937604908090135,46770,Meta_Album_BRD_Extended
48842,14,2,0.00028663854878997584,3488.714285714286,0.7938438393615401,0.23928176569346055,0.7607182343065395,0,0.5098040548691389,,0.0,0.06197644375929333,0.08605936917030249,37570.16953085277,306178.0185813392,800564686.32639,2979445477.718237,0.5,0.3687112629142745,11434.80119503398,42760.98434498137,4201.67510995202,9024.378133354856,33744.26715787423,8581.035714285714,32094.919835522673,14.586036798905663,40.32869344551053,0.35116907930173424,6387.72915,23890.87969495306,113932.21428571429,397064.54258202616,13641.730123956546,50663.5246714239,12735.607142857143,47607.956626605126,878.8571428571429,3282.91682823353,1,0,0.01098901098901099,1,0.0,14,10,,0.25990017436101603,113053.35714285714,393789.0770238862,0.35116907930173424,8107.652445609988,28131.052120205288,,0.7757422424511387,3.749406545723707,0.09980578039270091,0.1325143654144995,12682.289258172388,47408.36144670075,800564686.3263901,2979445256.5749564,0.740099825638984,45051,adult-test
48000,6,20,0.000125,8000.0,4.321928094858508,0.05,0.05,0,0.166481695950461,0.407795206591817,0.0,0.40949788305657886,0.4984014324683181,1334267.1408487677,3349129.4069131655,32178453.634450708,78766439.57470256,0.05000000000000001,7.119154932824459e-18,0.0,0.0,2405.9925186916107,0.0,0.0,4534.5,9547.803412303796,-1.2010788527203549,0.002454846620408907,449.77190270942873,3361.7955,7077.786669540804,9069.0,19095.606824607592,4534.5,9547.803412303796,4534.5,9547.803412303796,0.0,0.0,0,0,0.4,6,0.0,6,0,,0.9977815831155639,9069.0,19095.606824607592,449.77190270942873,2618.3094607193952,5512.4850152022755,,-6.525474576184885e-19,1.5984083041157284e-18,0.008871712605123717,0.02014503752763332,4534.5,9547.803412303796,32178453.63445072,78298512.44349778,0.0022184168844361363,46070,Stylized_Meta_Album_TEX_DTD_STY_Extended
45781,2,20,4.368624538564033e-05,22890.5,4.245430965667849,0.03051484240186977,0.0634761145453354,0,0.018789067876591715,0.002541785876842902,0.0,0.00447579822177392,,0.00037377018513684384,,0.0835093745609885,0.0005902919636757507,0.05,0.0161783051145876,0.36697972022377434,0.0019392035282957225,0.017787900502579623,0.06574380309083888,0.00470237073417319,0.49949350000000003,3.535533905916647e-06,-1.2001490798805836,0.00015973651201318356,0.0007127818837680002,0.37031048460000004,0.00010483565137876468,0.9999830000000001,1.838477631082937e-05,0.5003109766387803,0.0009498384016109614,0.5005885000000001,0.00032739043968936526,1.15e-05,9.192388155425117e-06,0,0,0.0,2,0.0,2,0,,0.0007125188187860593,0.9999715,2.7577164466204802e-05,0.00042397880184056886,0.2889797072887784,0.0004546125393587837,,-0.00470660236638478,0.0049180488322802295,4.895327463420031e-07,3.5267510438041523e-10,0.5006940672394334,0.0013581081698001796,0.0835093745609885,0.00026274759710741746,0.9992876035403682,40985,tamilnadu-electricity
45312,8,2,0.00017655367231638418,5664.0,0.9835093906028243,0.4245453742937853,0.5754546257062146,0,0.44871519616632866,,0.0,0.16866964916247348,0.17988534194833253,0.00560047997672454,0.007250697114888975,0.5330007514223665,1.3996222726834857,0.5,0.10670895501751436,0.0,0.0,0.254069864707323,0.0,0.0,0.7379468749999999,1.347612633588456,900.2287635351781,2484.1672397948337,0.2521056147865339,0.5405048103000001,1.0024846992214074,1.625,1.7677669529663689,0.6765565286541093,0.9614017582453345,0.6612459374999999,0.964403425815834,0.0,0.0,0,0,0.07142857142857142,1,3.0,8,5,,0.2013453272705868,1.625,1.7677669529663689,0.2521056147865339,0.39020303747220136,0.6596469540333861,1.15698869067826,11.039969169534952,27.512602586655166,0.020771375668561014,0.04983672355354063,0.6760137925601368,0.9621240937731804,0.5330007514223658,1.3993877314954704,0.7986546727294133,151,electricity
45211,16,2,0.00035389617570945125,2825.6875,0.5206312212509311,0.11698480458295547,0.8830151954170445,0,0.45952489464017504,,0.0,0.064539546483407,0.11464415260445501,191.31811287297867,1568.3418607705653,584197.8177854284,2316441.3032992063,0.5,0.5416652839537657,,,592.89519330391,,,101.125,338.8448760126085,297.39482998703284,1122.933380072027,0.2676892225781078,51.983662499999994,166.77105583259493,6775.9375,25456.297296788864,108.5568362787817,340.3418775403618,43.75,116.71189599465286,-500.0,2005.0717027910332,3,0,0.008333333333333333,1,5.0,16,9,,0.21116312879406396,7275.9375,27459.23855333878,0.2676892225781078,214.83028996107532,757.5720968467056,1.0199508066311496,4.323983169999341,10.403950751932573,0.18287980987278413,0.19632495097149974,53.59519804991336,151.03996903498563,584197.8177854293,2316432.752921836,0.788836871205936,1461,bank-marketing
45164,74,11,0.0016384731201842175,610.3243243243244,2.331572915233586,0.0016163315915330794,0.5097201310778496,0,0.6629587500376558,0.2595089547652295,0.0,0.2772204128296776,0.2523446621103032,32688553.39552444,1698314250.9758952,2385510385.808688,20520809851.763412,0.09090909090909091,0.14580934239467266,,,705169.5352960052,,,13680.776034243245,82445.81146723419,52.620344432167606,347.6349301911481,17.38661118290047,10141.708540489248,61241.215356460976,39437.46860767567,237621.6883974391,13539.848993058871,81664.640649535,13398.45002418919,80898.77656891938,-140.3267622027027,1138.8207926753057,0,0,0.19289152165864495,10,0.0,74,50,,5.001247120944988,39577.795369878375,237349.34892641575,4.91000450371513,8054.879773031211,48501.73955730118,,0.7748471896277715,4.9409149795400245,0.015000361135855888,0.02964015847172836,13426.330573797792,80996.7908829918,2385510385.8086905,14410673481.689718,0.00021140861222515415,279,meta_stream_intervals.arff
45000,13,2,0.0002888888888888889,3461.5384615384614,0.764204506505735,0.2222222222222222,0.7777777777777778,0,0.6734421487700843,,0.0,0.09417853628821736,0.183353344879604,1582854.7512898704,13931989.94320263,500589132.9906137,1793654678.2305782,0.5,0.3928371006591931,5844.9563495478205,18695.425126573802,26321.841950635655,4963.766382846476,16035.040294060129,4301.924615384616,13454.627470209902,187.186873894553,664.4006605825588,0.8299076258317849,3075.845297538461,9504.91314750413,556688.4353846154,1996320.1681215619,6968.618023726496,22196.259254235643,5826.317692307692,18525.988597468582,685.9553846153847,2203.8901422734884,2,0,0.05128205128205128,1,0.0,13,8,,0.4535243277400684,556002.48,1994121.9741498185,0.8299076258317849,6677.886210312799,22225.988155358176,,3.2629005341514263,9.335256236721456,0.13100190582724205,0.18463994512913023,6026.323491253562,19128.255618613955,500589132.99061394,1792951081.2477574,0.5464756722599317,46565,Loan_Approval_Status
